PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
falava,f<a>-'la-va,a,827.3519477726,1480.9905468234,502.754,1331.138,f,l,a,838.0849398428,1402.6292065076,399.743,1141.593,a,1,CV,602.8519751888,602.8830846694,31.109480627,SP2010,AliceM,feminino,30,NA,NA,ele ch falava que a gente era até engraçado
engraçado,E-gR<a>-'sa-do,a,644.0105084633,1764.9821672433,453.043,1489.578,R,s,a,1009.8010286046,1576.996747944,434.391,1204.697,a,1,CCV,604.4509792009,604.4699905502,19.011349272,SP2010,AliceM,feminino,30,NA,NA,ele ch falava que a gente era até engraçado
engraçado,E-gR<a>-'sa-do,a,680.9803668148,1849.9357342232,463.032,1536.797,R,s,a,867.7656013105,1573.68196789,405.746,1203.634,a,1,CCV,606.0066031592,606.0168952987,10.2921394933,SP2010,AliceM,feminino,30,NA,NA,era assim n engraçado assim né a gente reclamava porque ele falava que
reclamava,h<e>-kl<a>-'ma-va,e,422.0617410537,2144.9685183017,392.83,1701.279,h,k,a,648.0396196819,1423.1980014243,361.407,1149.038,a,2,CV,607.1418912452,607.1569221952,15.0309499229,SP2010,AliceM,feminino,30,NA,NA,era assim n engraçado assim né a gente reclamava porque ele falava que
reclamava,h<e>-kl<a>-'ma-va,a,648.0396196819,1423.1980014243,454.117,1298.913,l,m,a,793.6372702685,1334.8204086551,390.78,1116.954,a,1,CCV,607.2806560109,607.3005306674,19.8746565912,SP2010,AliceM,feminino,30,NA,NA,era assim n engraçado assim né a gente reclamava porque ele falava que
matemática,m<a>-t<e>-'ma-ti-ka,e,389.909571779,2206.0872751105,384.102,1735.294,t,m,a,979.2355333491,1512.1375568648,428.216,1181.299,a,1,CV,619.5836671243,619.6005017882,16.8346639136,SP2010,AliceM,feminino,30,NA,NA,né e outra também eu odeio matemática
dizer,d<i>-'zer,i,396.2665457705,2078.7655441141,385.829,1664.354,d,z,e,415.0202046907,2234.3231300841,314.408,1442.935,e,1,CV,677.002014132,677.0131633296,11.1491975999,SP2010,AliceM,feminino,30,NA,NA,então não sei te dizer como era o bairro em si
internet,I-t<e>r-'ne-ti,e,659.2950574893,2018.1170722437,457.151,1630.563,t,r,é,702.1891444103,2579.0955535877,372.341,1567.903,e,1,CVr,711.9595693084,711.973903991,14.3346826286,SP2010,AliceM,feminino,30,NA,NA,hoje em dia não né hoje em dia as crianças têm computador têm videogame essas coisas então fica mai internet né principalmente internet
internet,I-t<e>r-'ne-ti,e,626.4473705199,2006.4528860315,448.236,1624.073,t,r,é,832.7170011918,2244.5561466043,398.671,1446.657,e,1,CVr,713.4276237396,713.4395693084,11.9455688571,SP2010,AliceM,feminino,30,NA,NA,hoje em dia não né hoje em dia as crianças têm computador têm videogame essas coisas então fica mai internet né principalmente internet
diferente,d<i>-f<e>-'RE-te,e,806.0786858845,2097.6868754421,496.966,1674.872,f,R,E,684.0848099963,2519.9747175546,368.696,1546.455,E,1,CV,729.669464494,729.6885774042,19.1129101714,SP2010,AliceM,feminino,30,NA,NA,é logicamente que era diferente era uma outra uma outra época não tinha não tinha tantas coisas assim
brigava,bR<i>-'ga-va,i,369.5011679156,2011.9870976743,378.547,1627.206,R,g,a,936.8575609426,1722.9655017084,419.683,1257.698,a,1,CCV,752.0140362557,752.0323181698,18.281914077,SP2010,AliceM,feminino,30,NA,NA,brincava brincava brigava
viviam,v<i>-'vi-A,i,286.0287026333,2004.9041974379,355.909,1623.178,v,v,i,421.0899481671,2479.0370526532,315.609,1531.565,i,1,CV,801.6481031925,801.6717173315,23.6141390161,SP2010,AliceM,feminino,30,NA,NA,do que o que eles viviam lá no no ceará era uma vida meio difícil né morava no interiorzão do ceará era mais difícil então veio pra cá e trouxe toda a família
morava,m<o>-'Ra-va,o,513.7810632614,1471.3743277838,417.709,1325.767,m,R,a,644.1777825226,1591.6981605457,360.635,1210.015,a,1,CV,804.8087279608,804.8289834906,20.2555298011,SP2010,AliceM,feminino,30,NA,NA,do que o que eles viviam lá no no ceará era uma vida meio difícil né morava no interiorzão do ceará era mais difícil então veio pra cá e trouxe toda a família
difícil,d<i>-'fi-siw,i,356.4985803717,2007.5723362827,375.047,1624.744,d,f,i,362.785360135,2680.5461884902,303.859,1604.596,i,1,CV,806.7081031925,806.7256233601,17.520167657,SP2010,AliceM,feminino,30,NA,NA,do que o que eles viviam lá no no ceará era uma vida meio difícil né morava no interiorzão do ceará era mais difícil então veio pra cá e trouxe toda a família
verdade,v<e>r-'da-de,e,556.6414152202,1957.0702226826,429.332,1596.547,v,r,a,807.0727572408,1913.9149523688,393.482,1326.83,a,1,CVr,828.2870945,828.3133747515,26.2802514857,SP2010,AliceM,feminino,30,NA,NA,não na verdade aqui tem uma que mora aqui mesmo onde eu moro
restante,h<e>s-'tA-te,e,385.6573366886,2067.0435309434,382.935,1657.864,h,s,A,613.7068951336,1720.9691278184,354.503,1256.989,A,1,CVs,835.3615067815,835.3782305779,16.7237963999,SP2010,AliceM,feminino,30,NA,NA,e o restante já é um pouquinho mais distante
distante,d<i>s-'tA-te,i,364.7209943842,1956.0433672929,377.287,1595.876,d,s,A,660.1867256965,1827.0903380043,363.851,1295.455,A,1,CVs,836.3186537199,836.3308416626,12.187942718,SP2010,AliceM,feminino,30,NA,NA,e o restante já é um pouquinho mais distante
formosa,f<o>r-'mo-za,o,574.7974943344,1518.326459831,434.233,1351.95,f,r,ó,752.4337917748,1073.9335785957,382.461,1022.474,o,1,CVr,847.1236842279,847.1385382831,14.8540551876,SP2010,AliceM,feminino,30,NA,NA,tenho vários que mora na vila formosa
distantes,d<i>s-'tA-tes,i,428.8636177543,2097.9730124094,394.651,1675.096,d,s,A,691.4986168321,1790.6120561122,370.197,1282.16,A,1,CVs,854.3837543416,854.3997510164,15.9966748173,SP2010,AliceM,feminino,30,NA,NA,mas esses mais distantes assim distante eu não tenho muito contato não não
velório,v<e>-'lo-Rio,e,606.3393205254,1713.1392694348,442.821,1460.486,v,l,ó,732.9350562958,1187.1224454345,378.559,1063.421,o,1,CV,870.9929271587,871.0156237396,22.6965808286,SP2010,AliceM,feminino,30,NA,NA,eh casamento e velório
dizer,d<i>-'zer,i,206.7663382194,1994.629836622,334.438,1617.583,d,z,e,393.1926653207,1995.1249314454,309.991,1356.255,e,1,CV,871.6353044359,871.6490158715,13.7114355578,SP2010,AliceM,feminino,30,NA,NA,vamos dizer assim né
depende,d<e>-'pE-de,e,551.8115848582,2140.5607236713,428.025,1698.817,d,p,E,468.3652537314,2491.9328643361,325.172,1536.351,E,1,CV,926.2576115959,926.2767245061,19.1129101714,SP2010,AliceM,feminino,30,NA,NA,acho que depende muito da família
verdade,v<e>r-'da-de,e,615.4787842149,1852.6915926631,445.295,1538.363,v,r,a,566.2918401129,1903.5483750256,344.94,1323.107,a,1,CVr,936.4083898234,936.4275027336,19.1129101713,SP2010,AliceM,feminino,30,NA,NA,na verdade assim eu
briguinha,bR<i>-'gi-Na,i,451.0374069385,2290.9452827947,400.672,1782.737,R,g,i,386.8997526965,2858.2974212275,308.748,1668.942,i,1,CCV,953.8159389591,953.8296503947,13.7114355578,SP2010,AliceM,feminino,30,NA,NA,ah de vez em quando tem umas briguinha né mas é brigas por por besteira assim nada muito sério
discussãozinha,d<i>s-k<u>-sAw-'zi-Na,u,428.6274030541,1369.3166052051,394.604,1268.926,k,s,Aw,580.6760198827,1324.091848935,347.813,1113.054,i,2,CV,960.5468217115,960.5628183863,15.9966748174,SP2010,AliceM,feminino,30,NA,NA,é assim na hora né a acontece aquela discussãozinha e depois passa
mulheres,m<u>-'Le-Res,u,284.7239365943,1421.9122200916,355.583,1298.242,m,L,é,622.3175780888,1959.8418697105,356.218,1343.492,e,1,CV,991.2646133846,991.2813718058,16.7584212372,SP2010,AliceM,feminino,30,NA,NA,eu acho que hoje as mulheres preferem colo trabalhar
preferem,pR<e>-'fe-RE,e,443.5225515438,1877.7357671398,398.618,1552.238,R,f,é,612.0628392611,2089.6180396758,354.16,1390.466,e,1,CCV,991.6676277874,991.6903243683,22.6965808286,SP2010,AliceM,feminino,30,NA,NA,eu acho que hoje as mulheres preferem colo trabalhar
coloca,k<o>-'lo-ka,o,608.9874913858,1117.844915146,443.521,1128.836,k,l,ó,761.0466044904,1165.8351397034,384.22,1055.799,o,1,CV,997.218742707,997.2369726838,18.2299768211,SP2010,AliceM,feminino,30,NA,NA,ou coloca em escola coloca em creche ou alguém olha mas
coloca,k<o>-'lo-ka,o,486.4404277901,1263.1933960426,410.288,1209.847,k,l,ó,698.4033896152,1341.1600942261,371.569,1119.258,o,1,CV,998.7144505954,998.7263383834,11.8877879719,SP2010,AliceM,feminino,30,NA,NA,ou coloca em escola coloca em creche ou alguém olha mas
mulheres,m<u>-'Le-Res,u,441.7116068946,1359.9456964259,398.152,1263.779,m,L,é,664.478214885,1960.6003002821,364.751,1343.669,e,1,CV,1030.7537738596,1030.7659618023,12.1879427179,SP2010,AliceM,feminino,30,NA,NA,as mulheres têm filho porém vão trabalhar
porém,p<o>-'RE,o,635.4418824469,1322.3737361123,450.709,1242.743,p,R,é,647.6806421945,2426.9089581031,361.321,1512.775,E,1,CV,1031.7727100626,1031.7882912393,15.5811767702,SP2010,AliceM,feminino,30,NA,NA,as mulheres têm filho porém vão trabalhar
mulher,m<u>-'Ler,u,450.9676835564,1267.2029901881,400.672,1212.084,m,L,é,656.9984690517,2211.6099393815,363.208,1434.781,e,1,CV,1042.2799422843,1042.292130227,12.1879427181,SP2010,AliceM,feminino,30,NA,NA,alguém uma uma mulher falar pra você ah eu tive filho vou parar de trabalhar
normalmente,n<o>r-m<a>w-'mE-te,o,656.5298006151,1335.1935372905,456.404,1249.904,n,r,Aw,866.7538091822,1047.7634875854,405.532,1013.079,E,2,CVr,1065.7189668849,1065.7342624067,15.2955218625,SP2010,AliceM,feminino,30,NA,NA,normalmente assim
tiveram,t<i>-'ve-RA,i,429.1814800301,2055.5343602224,394.744,1651.375,t,v,é,656.2554933403,2081.427428023,363.079,1387.453,e,1,CV,1077.0846940552,1077.0984054908,13.7114355575,SP2010,AliceM,feminino,30,NA,NA,as que tiveram filhos
chegava,S<e>-'ga-va,e,769.8176177248,1937.6752325674,487.164,1585.806,S,g,a,946.3399631024,1754.590548148,421.612,1269.043,a,1,CV,1084.83740377,1084.865069015,27.6652449763,SP2010,AliceM,feminino,30,NA,NA,né então quando só o marido trabalhava então quando chegava
diferente,d<i>-f<e>-'RE-te,e,690.7600211023,2074.399406304,465.693,1661.893,f,R,E,709.3220736012,2623.2665846582,373.756,1583.857,E,1,CV,1088.5135088931,1088.533850985,20.3420918945,SP2010,AliceM,feminino,30,NA,NA,hoje é diferente porque hoje o ambos trabalham então quando você chega em casa tem que dividir o
dividir,d<i>-v<i>-'dir,i,323.7057285005,2160.7376894627,366.131,1710.006,d,v,i,338.8054076421,2333.7287832109,299.014,1478.919,i,2,CV,1092.5158416626,1092.5326000838,16.7584212372,SP2010,AliceM,feminino,30,NA,NA,hoje é diferente porque hoje o ambos trabalham então quando você chega em casa tem que dividir o
dividir,d<i>-v<i>-'dir,i,338.8054076421,2333.7287832109,370.239,1806.458,v,d,i,209.9126987782,2027.1649390507,273.027,1367.777,i,1,CV,1092.6110599651,1092.630865372,19.8054069167,SP2010,AliceM,feminino,30,NA,NA,hoje é diferente porque hoje o ambos trabalham então quando você chega em casa tem que dividir o
gerente,Z<e>-'RE-te,e,488.3188273358,2102.5755954777,410.801,1677.558,Z,R,E,443.3167502211,2635.794848115,320.111,1588.465,E,1,CV,1110.7062394847,1110.7257678929,19.5284082185,SP2010,AliceM,feminino,30,NA,NA,eu sou gerente de vendas
mostrar,m<o>s-'tRar,o,406.0013772008,1064.5118734859,388.443,1099.073,m,s,a,897.1530279188,1642.1554093834,411.664,1228.45,a,1,CVs,1125.8665267912,1125.8796755731,13.1487819522,SP2010,AliceM,feminino,30,NA,NA,de vez em quando enche o saco né porque é atendimento ao cliente então ah o que eu trabalho você tem que mostrar muito o produto porque eu trabalho com venda de colchão
idolatra,<i>-d<o>-'la-tRa,o,598.7239572313,1334.940954387,440.721,1249.68,d,l,a,968.9196010719,1521.8587723812,426.158,1184.844,a,1,CV,1157.5399255279,1157.5700491363,30.1236084224,SP2010,AliceM,feminino,30,NA,NA,porque tem cliente que te idolatra e tem cliente que te coloca lá no chão né
coloca,k<o>-'lo-ka,o,665.0313346577,1149.3016657169,458.738,1146.292,k,l,ó,767.9012078722,1147.3292942451,385.592,1049.063,o,1,CV,1159.0138499809,1159.0394550481,25.6050671589,SP2010,AliceM,feminino,30,NA,NA,porque tem cliente que te idolatra e tem cliente que te coloca lá no chão né
apesar,<a>-p<e>-'zar,e,477.586076633,1910.7664112733,407.86,1570.812,p,z,a,755.7600502769,1857.8220395111,383.148,1306.445,a,1,CV,1171.5960971896,1171.6221350672,26.0378776247,SP2010,AliceM,feminino,30,NA,NA,não é eh assim apesar de
estressar,<e>s-tR<e>-'sar,e,484.605805456,1969.0278480973,409.774,1603.261,R,s,a,944.2441667688,1556.8270095876,421.184,1197.43,a,1,CCV,1180.2507153415,1180.2661753313,15.4599898397,SP2010,AliceM,feminino,30,NA,NA,se estressar muito assim
depende,d<e>-'pE-de,e,591.8459350432,2099.5497542693,438.854,1675.991,d,p,E,431.3701889427,2643.9450442454,317.71,1591.302,E,1,CV,1184.1330690353,1184.1550384946,21.9694592458,SP2010,AliceM,feminino,30,NA,NA,depende do dia né vamos dizer assim depende do cliente né
depende,d<e>-'pE-de,e,456.8874651725,2301.3878772095,402.259,1788.555,d,p,E,569.6345991209,2121.0685196038,345.583,1401.811,E,1,CV,1185.6814184641,1185.6911826682,9.7642041094,SP2010,AliceM,feminino,30,NA,NA,depende do dia né vamos dizer assim depende do cliente né
chegar,S<e>-'gar,e,724.1306090071,2095.8692668498,474.748,1673.977,S,g,a,957.1985704022,1726.1530124038,423.799,1258.762,a,1,CV,1219.4972468215,1219.5151478624,17.9010408669,SP2010,AliceM,feminino,30,NA,NA,se chegar um supervisor pra te falar nossa
coloca,k<o>-'lo-ka,o,639.6101918599,1148.5186566363,451.83,1145.844,k,l,ó,637.3880391996,970.2516753195,359.262,984.895,o,1,CV,1250.2745292132,1250.2971219195,22.5927063166,SP2010,AliceM,feminino,30,NA,NA,te coloca no auge mas tem uns também que
colocar,k<o>-l<o>-'kar,o,655.058524462,1231.9738494688,456.031,1192.391,l,k,a,907.967969899,1410.1714840803,413.851,1144.252,a,1,CV,1275.0435662228,1275.0559099773,12.3437544858,SP2010,AliceM,feminino,30,NA,NA,é que assim a gente sempre pensa em mudar né mas acaba assim você começa a colocar outras coisas na frente né ah não aqui está bom
diferente,d<i>-f<e>-'RE-te,e,606.8234216506,2112.0798762009,442.914,1682.928,f,R,E,425.0233745244,2733.4461098636,316.424,1623.74,E,1,CV,1435.3301741381,1435.35051623,20.3420918945,SP2010,AliceM,feminino,30,NA,NA,nada assim de diferente só quando aparece uma coisa ou outra assim
programadinho,pR<o>-gR<a>-m<a>-'di-No,o,666.9959646279,1338.380889553,459.251,1251.694,R,g,a,672.6553538353,1739.65602219,366.381,1263.725,i,3,CCV,1521.8490085432,1521.8618889826,12.8804394633,SP2010,AliceM,feminino,30,NA,NA,assim viajar é de vez em quando bem programadinho nas férias né
morar,m<o>-'Rar,o,513.8060315685,1026.6678216415,417.709,1077.813,m,R,a,842.2111277558,1582.882888193,400.6,1206.825,a,1,CV,1641.7385207237,1641.7605248077,22.0040840834,SP2010,AliceM,feminino,30,NA,NA,morar um tempo pra saber se é melhor ou não
demora,d<e>-'mo-Ra,e,493.2689402454,1870.9621507222,412.155,1548.657,d,m,ó,693.6954448059,1409.644466932,370.626,1144.074,o,1,CV,1649.2043347026,1649.216069034,11.7343314143,SP2010,AliceM,feminino,30,NA,NA,você vai trabalhar você demora uma hora e meia pra chegar
lotado,l<o>-'ta-do,o,518.0845347406,1330.7144249302,418.876,1247.442,l,t,a,1021.8291706953,1614.2563960533,436.835,1218.169,a,1,CV,1655.1918448398,1655.2208258286,28.9809887925,SP2010,AliceM,feminino,30,NA,NA,ônibus lotado metrô lotado mas
lotado,l<o>-'ta-do,o,490.7037420096,1366.7391651763,411.454,1267.583,l,t,a,1036.5420401444,1595.3307535068,439.794,1211.433,a,1,CV,1656.1213112628,1656.1401471743,18.8359114734,SP2010,AliceM,feminino,30,NA,NA,ônibus lotado metrô lotado mas
gostar,g<o>s-'tar,o,392.3715218571,1100.5472580345,384.755,1119.214,g,s,a,1153.0671193359,1611.1460052365,463.293,1217.106,a,1,CVs,1831.4533219141,1831.4765898047,23.2678906434,SP2010,AliceM,feminino,30,NA,NA,não sei se gostar gostar né meu go e eu moro aqui então não tem o que né
morar,m<o>-'Rar,o,563.0406224357,1321.8510731769,431.059,1242.519,m,R,a,741.3874395566,1835.552985375,380.232,1298.468,a,1,CV,1840.4636026474,1840.4803524124,16.749765028,SP2010,AliceM,feminino,30,NA,NA,por que que eu gosto de morar aqui
lugar,l<u>-'gar,u,523.5276159883,1235.6608905193,420.323,1194.405,l,g,a,787.8281895201,1945.5933891479,389.623,1338.351,a,1,CV,1851.8616110028,1851.874439505,12.8285022074,SP2010,AliceM,feminino,30,NA,NA,então mas eu nunca fui pra outro lugar pra falar assim ah não eu gosto de morar em são paulo porque lá tem tal coisa que aqui não tem ou ir morar em outro lugar e falar ah não eu go
morar,m<o>-'Rar,o,643.5545408847,1465.9770820608,452.903,1322.858,m,R,a,641.896042212,2000.5452750944,360.163,1358.205,a,1,CV,1854.3218706467,1854.3351146469,13.2440002546,SP2010,AliceM,feminino,30,NA,NA,então mas eu nunca fui pra outro lugar pra falar assim ah não eu gosto de morar em são paulo porque lá tem tal coisa que aqui não tem ou ir morar em outro lugar e falar ah não eu go
lugar,l<u>-'gar,u,434.1952902755,1357.0602257209,396.098,1261.988,l,g,a,970.4558698305,1780.774197161,426.458,1278.615,a,1,CV,1858.0606439288,1858.077523537,16.8796081678,SP2010,AliceM,feminino,30,NA,NA,então mas eu nunca fui pra outro lugar pra falar assim ah não eu gosto de morar em são paulo porque lá tem tal coisa que aqui não tem ou ir morar em outro lugar e falar ah não eu go
gostaria,g<o>s-t<a>-'Ria,o,463.2776804743,1437.3889580731,403.986,1306.969,g,s,a,636.8975135383,2031.4487648941,359.177,1369.372,ia,2,CVs,1859.9836799392,1859.9949762924,11.2963531585,SP2010,AliceM,feminino,30,NA,NA,gostaria de morar em tal lugar porque não tem aqui em são paulo
morar,m<o>-'Rar,o,635.8180517072,1321.4081395694,450.803,1242.295,m,R,a,796.1992296545,1892.5338983872,391.295,1319.03,a,1,CV,1860.5639105301,1860.5791021775,15.1916473508,SP2010,AliceM,feminino,30,NA,NA,gostaria de morar em tal lugar porque não tem aqui em são paulo
lugar,l<u>-'gar,u,420.174485856,1068.4118597059,392.317,1101.087,l,g,a,1010.8879580815,1740.1093197376,434.605,1263.902,a,1,CV,1861.1153191131,1861.1328739056,17.5547924944,SP2010,AliceM,feminino,30,NA,NA,gostaria de morar em tal lugar porque não tem aqui em são paulo
diferente,d<i>-f<e>-'RE-te,e,708.5078455619,2035.4278409163,470.5,1640.185,f,R,E,631.2795320661,2484.7837641898,358.019,1533.692,E,1,CV,1876.8774433465,1876.9024251665,24.981820088,SP2010,AliceM,feminino,30,NA,NA,é tudo tudo diferente você nunca foi então você aproveita o máximo daquilo que você está vivendo naquele momento
moraria,m<o>-R<a>-'Ria,o,579.6371589592,1334.5964496801,435.54,1249.68,m,R,a,657.9865121876,2111.0028564382,363.422,1398.265,ia,2,CV,1893.3909264678,1893.4052092132,14.2827453726,SP2010,AliceM,feminino,30,NA,NA,então eu não posso dizer ah eu moraria lá
negativo,n<e>-g<a>-'ti-vo,e,472.3008450661,2002.556474948,406.46,1621.835,n,g,a,604.7788942345,1860.1403450917,352.702,1307.331,i,2,CV,1951.3950220928,1951.4110360801,16.013987236,SP2010,AliceM,feminino,30,NA,NA,acho que um ponto negativo que tem é isso né
medrosa,m<e>-'dRo-za,e,520.4912766991,2070.8864314417,419.529,1660.102,m,d,ó,759.8386397306,1458.1264697945,383.962,1161.623,o,1,CV,1957.3867969228,1957.4034514695,16.6545467255,SP2010,AliceM,feminino,30,NA,NA,ainda mais eu que sou bem medrosa
negativa,n<e>-g<a>-'ti-va,e,459.5563089649,2211.5942445607,403.006,1738.427,n,g,a,485.144694817,2016.1240713664,328.559,1363.877,i,2,CV,1969.968441675,1969.9915018166,23.0601416197,SP2010,AliceM,feminino,30,NA,NA,a única coisa negativa que tem é a violência mesmo
negativo,n<e>-g<a>-'ti-vo,e,448.5515628091,2421.6773871618,400.019,1855.467,n,g,a,589.2899007718,2070.0530176225,349.571,1383.376,i,2,CV,1998.9448430772,1998.9679032188,23.0601416199,SP2010,AliceM,feminino,30,NA,NA,é que tem um lado positivo e o lado negativo né mas eu acho que ah
lugares,l<u>-'ga-Res,u,423.5245974412,1278.7718791328,393.204,1218.35,l,g,a,961.6174196165,1809.7220133028,424.657,1289.073,a,1,CV,2011.105497984,2011.1190016705,13.5036865342,SP2010,AliceM,feminino,30,NA,NA,de não vir pra são paulo porque a violência é muito grande às vezes você vai pra outros lugares
lugar,l<u>-'gar,u,295.1717289767,1128.1690040522,358.383,1134.431,l,g,a,739.9906257122,1785.8093083213,379.974,1280.387,a,1,CV,2012.1789648052,2012.2025962566,23.6314514348,SP2010,AliceM,feminino,30,NA,NA,todo lugar tem violência mas eu acho que aqui está
