PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
programa,pR<o>-'gRa-ma,o,516.4795013449,1316.5409920455,425.831,1331.586,R,g,a,415.0096657114,1169.5775812044,318.825,1179.526,a,1,CCV,2461.3238362888,2461.3554486168,31.6123280236,PBSP,HenriqueA,masculino,42,17,25,isso aí depende de cada programa
principal,pRI-s<i>-'paw,i,412.9642425824,1587.6353180842,382.188,1555.595,s,p,aw,542.6055888748,1012.339723575,367.667,1072.284,aw,1,CV,2723.2995201306,2723.3195963214,20.0761908,PBSP,HenriqueA,masculino,42,17,25,ajuda mas não pro principal não vai pra educação não vai pra criança
pinacoteca,p<i>-n<a>-k<o>-'te-ka,i,450.9886382947,1702.4049224433,398.245,1650.48,p,n,a,557.0810998272,1438.1935579431,373.199,1362.636,e,3,CV,2801.6245035079,2801.6463805985,21.8770905403,PBSP,HenriqueA,masculino,42,17,25,pinacoteca
pinacoteca,p<i>-n<a>-k<o>-'te-ka,o,543.1777271273,1072.7423053509,437.08,1130.179,k,t,é,575.8699023839,1638.9917433725,380.403,1499.658,e,1,CV,2801.8543757272,2801.8858862631,31.5105358095,PBSP,HenriqueA,masculino,42,17,25,pinacoteca
museu,m<u>-'zew,u,417.1697123587,1194.3079235606,383.962,1230.659,m,z,ew,402.350742034,1659.1351569295,313.979,1513.484,ew,1,CV,2806.630925004,2806.6571687728,26.2437688175,PBSP,HenriqueA,masculino,42,17,25,já fomos já museu ipiranga
ipiranga,<i>-p<i>-'RA-ga,i,329.8832918475,1936.2926060274,347.134,1843.83,p,R,A,553.6185323448,1474.2034677484,371.87,1387.275,A,1,CV,2806.9926653682,2807.008874066,16.2086978444,PBSP,HenriqueA,masculino,42,17,25,já fomos já museu ipiranga
aclimação,<a>-kl<i>-m<a>-'sAw,i,373.1656090257,1932.5841546125,365.385,1840.697,l,m,a,798.9376339802,1302.26945409,465.78,1269.929,Aw,2,CCV,2857.8064349643,2857.8290851716,22.6502073742,PBSP,HenriqueA,masculino,42,17,25,aclimação você vai no sábado na pinacoteca você não paga entrada
pinacoteca,p<i>-n<a>-k<o>-'te-ka,i,453.1495836077,1629.2039461187,399.132,1590.058,p,n,a,528.0806193813,1526.9982435245,362.093,1423.259,e,3,CV,2860.147713147,2860.1611673232,13.4541762009,PBSP,HenriqueA,masculino,42,17,25,aclimação você vai no sábado na pinacoteca você não paga entrada
pinacoteca,p<i>-n<a>-k<o>-'te-ka,o,486.5442387149,1110.9922409161,413.228,1161.733,k,t,é,470.0150126465,1480.0772240272,339.88,1391.352,e,1,CV,2860.3870853652,2860.4156754897,28.590124427,PBSP,HenriqueA,masculino,42,17,25,aclimação você vai no sábado na pinacoteca você não paga entrada
portuguesa,p<o>r-t<u>-'ge-za,u,392.0216808649,1098.0676464346,373.366,1150.991,t,g,e,414.9609812715,2006.6349425977,318.782,1750.481,e,1,CV,2869.2571823054,2869.2766221342,19.439828754,PBSP,HenriqueA,masculino,42,17,25,da língua portuguesa
filazinha,f<i>-l<a>-'zi-Na,i,378.5788144287,1894.5669908922,367.672,1809.367,f,l,a,488.0984886323,1537.1355250233,346.784,1430.172,i,2,CV,2881.3875936811,2881.4060931733,18.4994922765,PBSP,HenriqueA,masculino,42,17,25,pega uma filazinha tudo bem
religioso,h<e>-l<i>-Z<i>-'o-zo,i,365.9639544197,1902.7731830494,362.351,1816.081,l,Z,i,315.6266020099,1781.2814954074,280.746,1596.797,o,2,CV,2950.9628864757,2950.9763901623,13.5036865345,PBSP,HenriqueA,masculino,42,17,25,ó se você quiser um passeio religioso
lugar,l<u>-'gar,u,445.0114118884,1135.4014202804,395.724,1181.873,l,g,a,451.8369735971,1308.664846554,332.933,1274.361,a,1,CV,2952.6520370382,2952.678280807,26.2437688175,PBSP,HenriqueA,masculino,42,17,25,tem muito lugar pra ir também
melhorar,m<e>-L<o>-'Rar,o,596.4875077169,1327.8391360044,459.578,1340.985,L,R,a,567.2543164535,1197.6231695879,377.101,1198.671,a,1,CV,3080.7497118161,3080.7693324897,19.6206736264,PBSP,HenriqueA,masculino,42,17,25,não pode ficar pior não vai acho que melhorar vai
reclamo,h<e>-'kla-mo,e,533.6956475782,1698.6931676759,433.112,1647.347,h,k,a,713.0279907969,1322.5832928617,432.89,1283.933,a,1,CV,3089.5919101816,3089.6157147573,23.8045756209,PBSP,HenriqueA,masculino,42,17,25,eu sempre reclamo que tem que reciclar
matemática,m<a>-t<e>-'ma-ti-ka,e,573.8239658249,1543.7672309366,450.009,1519.341,t,m,a,782.6533769533,1186.0847071153,459.563,1190.694,a,1,CV,3391.4978747176,3391.523566942,25.6922243698,PBSP,HenriqueA,masculino,42,17,25,não então mais matemática né
verdade,v<e>r-'da-de,e,707.3146640561,1504.7323603315,506.301,1487.116,v,r,a,599.1600790533,1448.8866467943,389.322,1370.081,a,1,CVr,3524.1671958462,3524.1878807334,20.6848871412,PBSP,HenriqueA,masculino,42,17,25,é verdade eu não gosto do carioca
negar,n<e>-'gar,e,574.0180850517,1480.4399713446,450.103,1466.976,n,g,a,554.8650388111,1630.7861191277,372.341,1493.986,a,1,CV,3628.8855331975,3628.9058406646,20.3074670571,PBSP,HenriqueA,masculino,42,17,25,mas interiorano é assim mesmo não tem como negar né
pegar,p<e>-'gar,e,544.9727127623,1603.0026097341,437.873,1568.35,p,g,a,580.5160133176,1555.9505660443,382.161,1442.935,a,1,CV,3636.4706802623,3636.4954023961,24.7221338086,PBSP,HenriqueA,masculino,42,17,25,você pegar é minas é todo lugar tem aquele sotaque né
lugar,l<u>-'gar,u,448.8332021849,1202.7775764645,397.311,1237.596,l,g,a,751.0068347038,1317.0772511265,447.427,1280.033,a,1,CV,3638.0692312478,3638.0910827558,21.8515079973,PBSP,HenriqueA,masculino,42,17,25,você pegar é minas é todo lugar tem aquele sotaque né
percebe,p<e>r-'se-be,e,517.7294814717,1475.1294456832,426.344,1462.724,p,r,é,563.6943271429,1454.214978056,375.729,1373.626,e,1,CVr,3653.0587921469,3653.0709901449,12.1979980054,PBSP,HenriqueA,masculino,42,17,25,você percebe já
prestar,pR<e>s-'tar,e,439.9473030277,1550.439995145,393.577,1524.936,R,s,a,508.3414104709,1364.5998261258,354.545,1312.472,a,1,CCVs,3754.5577806226,3754.5718944764,14.1138537929,PBSP,HenriqueA,masculino,42,17,25,não tem como você não prestar atenção você já vai saber já
interessante,I-t<e>-R<e>-'sA-te,e,545.0363379329,1923.4211687136,437.873,1833.088,R,s,A,582.1340311004,1450.6960752003,382.804,1371.145,A,1,CV,3811.2073248881,3811.228411414,21.086525896,PBSP,HenriqueA,masculino,42,17,25,é o maior pilantra mas na hora ouvindo o cara falar é muito interessante
lugar,l<u>-'gar,u,456.2275612673,884.3067415524,400.439,974.425,l,g,a,604.4969545686,1431.9995206577,391.338,1358.559,a,1,CV,3866.8758915079,3866.9081484959,32.2569879959,PBSP,HenriqueA,masculino,42,17,25,se você convive num lugar onde o pessoal são meio
esquecendo,<e>s-k<e>-'sE-do,e,548.4521582971,1619.4427363352,439.32,1582.001,k,s,E,548.7069443818,1660.1155896099,369.983,1514.016,E,1,CV,3874.6372431988,3874.6613420856,24.0988867376,PBSP,HenriqueA,masculino,42,17,25,atrasado você vai conviver lá e aquilo que você aprendeu você vai esquecendo
retrato,h<e>-'tRa-to,e,572.3427435726,1650.280963836,449.403,1607.513,h,t,a,708.1499001437,1191.9638036377,431.046,1194.771,a,1,CV,3900.4116790874,3900.4586649916,46.9859041714,PBSP,HenriqueA,masculino,42,17,25,por exemplo ó você quer tirar um retrato pra você o que que é
retrato,h<e>-'tRa-to,e,654.9095617504,1646.2542136903,484.223,1604.156,h,t,a,615.1142593249,1293.6668869643,395.412,1264.08,a,1,CV,3905.7266864122,3905.7695865856,42.9001733737,PBSP,HenriqueA,masculino,42,17,25,então pra mim retrato é uma foto
retrato,h<e>-'tRa-to,e,630.9529267353,1673.5405887983,474.094,1626.535,h,t,a,736.8498253315,1232.1520879141,442.024,1222.246,a,1,CV,3913.2737541025,3913.3035660874,29.8119848867,PBSP,HenriqueA,masculino,42,17,25,ah retrato retrato
retrato,h<e>-'tRa-to,e,633.2235128749,1486.8550145748,475.075,1472.347,h,t,a,728.3565680078,1369.2271592167,438.765,1315.662,a,1,CV,3913.7630153883,3913.7863871535,23.3717651554,PBSP,HenriqueA,masculino,42,17,25,ah retrato retrato
retratar,h<e>-tR<a>-'tar,e,626.5294283134,1594.9659180164,472.227,1561.637,h,t,a,568.411563728,1183.9819849802,377.53,1189.276,a,2,CV,3915.1789816666,3915.2036518631,24.6701965525,PBSP,HenriqueA,masculino,42,17,25,é retratar é ela no caso pintar
retrato,h<e>-'tRa-to,e,648.8188115528,1484.9196307977,481.656,1470.78,h,t,a,649.8196532856,1270.0620214294,408.705,1247.949,a,1,CV,3922.6420914687,3922.6583218612,16.230392469,PBSP,HenriqueA,masculino,42,17,25,e retrato de foto é a mesma coisa
mercado,m<e>r-'ka-do,e,709.7260952113,1623.6759572149,507.328,1585.358,m,r,a,612.2390844587,1513.3100022706,394.34,1413.864,a,1,CVr,4174.0146339609,4174.036828406,22.1944450732,PBSP,HenriqueA,masculino,42,17,25,hoje o próprio mercado exige isso aí
apartamento,<a>-p<a>r-t<a>-'mE-to,a,717.8833748154,1353.683346057,530.433,1364.706,p,r,a,535.3847438252,1261.0425759176,351.458,1203.279,E,2,CVr,28.4986502642,28.5251382647,26.4880005093,PBSP,PedroC,masculino,36,13,23,eh bloco meia apartamento quatro quatro
apartamento,<a>-p<a>r-t<a>-'mE-to,a,535.3847438252,1261.0425759176,440.067,1294.214,t,m,E,584.5047109685,1520.8044487984,374.528,1380.008,E,1,CV,28.6540465338,28.6831833344,29.1368005602,PBSP,PedroC,masculino,36,13,23,eh bloco meia apartamento quatro quatro
zelador,z<e>-l<a>-'dor,e,535.1386798505,1548.5591441997,439.927,1513.299,z,l,a,661.1144270595,1337.4897027307,410.506,1255.394,o,2,CV,36.9576166759,36.9837731214,26.1564454425,PBSP,PedroC,masculino,36,13,23,eh zelador
zelador,z<e>-l<a>-'dor,a,661.1144270595,1337.4897027307,502.334,1352.398,l,d,o,515.3767234889,1247.2080398277,342.067,1193.885,o,1,CV,37.0462077606,37.068071142,21.8633814151,PBSP,PedroC,masculino,36,13,23,eh zelador
trabalhei,tR<a>-b<a>-'Lej,a,588.0082430671,1413.878999067,466.113,1410.582,R,b,a,695.6789195826,1411.0333944876,426.758,1305.381,ej,2,CCV,46.0669357145,46.0970717267,30.1360122209,PBSP,PedroC,masculino,36,13,23,trabalhei na área de construção civil que foi
trabalhei,tR<a>-b<a>-'Lej,a,695.6789195826,1411.0333944876,519.417,1408.568,b,L,ej ,414.9689597745,1884.2838458956,294.94,1627.285,ej,1,CV,46.2157575812,46.251395195,35.6376137571,PBSP,PedroC,masculino,36,13,23,trabalhei na área de construção civil que foi
civil,s<i>-'viw,i,361.8800156012,1839.6539055422,354.136,1735.294,s,v,iw,355.9516656719,1910.3177894559,267.196,1645.011,iw,1,CV,48.0964048092,48.1107048669,14.3000577913,PBSP,PedroC,masculino,36,13,23,trabalhei na área de construção civil que foi
trabalhei,tR<a>-b<a>-'Lej,a,638.0910713556,1318.5578644149,490.898,1338.075,R,b,a,577.7103534597,1386.9026132767,371.355,1288.896,ej,2,CCV,52.5417968849,52.5913796518,49.5827669664,PBSP,PedroC,masculino,36,13,23,trabalhei na área de
trabalhei,tR<a>-b<a>-'Lej,a,577.7103534597,1386.9026132767,461.025,1389.994,b,L,ej ,445.2261934571,1852.1818036673,309.134,1605.482,ej,1,CV,52.7494247215,52.797458027,48.0333054987,PBSP,PedroC,masculino,36,13,23,trabalhei na área de
auxiliar,<a>w-s<i>-l<i>-'ar,i,354.4262100161,1724.0116870373,350.448,1647.123,s,l,i,481.8185507681,1715.4905792492,326.329,1512.421,a,2,CV,61.2406755731,61.2809269465,40.2513733229,PBSP,PedroC,masculino,36,13,23,trabalhei como auxiliar
normal,n<o>r-'maw,o,615.4100315867,1184.1987396171,479.696,1235.582,n,r,aw,669.526096579,1048.8302771081,414.451,1058.99,aw,1,CVr,76.1535038321,76.1778537489,24.349916808,PBSP,PedroC,masculino,36,13,23,eu completei eh a es a escola normal aqui
nordeste,n<o>r-'des-te,o,604.8363154103,1219.4362006778,474.468,1262.436,n,r,é,451.0195567716,1647.6688717011,311.878,1466.333,e,1,CVr,93.768357725,93.7859904234,17.6326983782,PBSP,PedroC,masculino,36,13,23,na no nordeste eu fiz até terceira série a escola eu não lembro
restante,h<e>s-'tA-te,e,492.9872813468,1725.7214646535,419.063,1648.465,h,s,A,552.3433283787,1402.917231015,359.434,1299.886,A,1,CVs,118.5730226683,118.5918896125,18.8669442536,PBSP,PedroC,masculino,36,13,23,e o restante foi aqui na escola de educação que era um projeto
projeto,pR<o>-'Ze-to,o,458.6322163994,1218.4889268702,402.026,1261.765,R,Z,é,481.5999649612,1695.2189540182,326.201,1498.595,e,1,CCV,121.1115499443,121.1445365269,32.9865826537,PBSP,PedroC,masculino,36,13,23,e o restante foi aqui na escola de educação que era um projeto
educação,<e>-d<u>-k<a>-'sAw,u,421.8062159412,1248.9734954043,383.775,1285.038,d,k,a,571.4586822434,1298.7000531289,368.396,1228.982,Aw,2,CV,126.7913749106,126.8143311777,22.956267108,PBSP,PedroC,masculino,36,13,23,pra educar eh educar os educação para adultos
educação,<e>-d<u>-k<a>-'sAw,a,571.4586822434,1298.7000531289,457.898,1322.858,k,s,Aw,655.7550400003,1120.2642416266,408.019,1107.559,Aw,1,CV,126.9115577208,126.9412658311,29.7081103751,PBSP,PedroC,masculino,36,13,23,pra educar eh educar os educação para adultos
acabado,<a>-k<a>-'ba-do,a,619.822385184,1266.4671625537,481.889,1298.242,k,b,a,646.8710527035,1228.2886042706,403.816,1181.122,a,1,CV,131.8408057848,131.8880686876,47.2629028694,PBSP,PedroC,masculino,36,13,23,que foi montado lá eu acho que isso deve ter acabado já
educacional,<e>-d<u>-k<a>-s<i>-<o>-'naw,a,533.6709798475,1311.019751453,439.18,1332.257,k,s,i,545.7072420966,1536.6983387229,356.304,1390.82,aw,3,CV,137.0465802528,137.0762883631,29.7081103751,PBSP,PedroC,masculino,36,13,23,que a intenção era justamente eh fechar esse ciclo educacional
casais,k<a>-'zajs,a,562.6573943686,1382.1627829916,453.557,1386.413,k,z,aj,572.9067709235,1360.2532505228,369.082,1270.815,aj,1,CV,150.9828131578,151.0179227428,35.1095849888,PBSP,PedroC,masculino,36,13,23,ao todos assim comigo são três casais
enfermagem,E-f<e>r-'ma-ZE,e,485.3595825326,1636.0853158772,415.282,1579.987,f,r,a,639.079803063,1242.9323505648,400.172,1191.048,a,1,CVr,174.4194433217,174.4511077354,31.6644136807,PBSP,PedroC,masculino,36,13,23,técnico de enfermagem
casal,k<a>-'zaw,a,616.514333389,1429.7914604994,480.209,1422.666,k,z,aw,578.9459116803,1205.3635869015,371.913,1165.523,aw,1,CV,200.9503931669,200.9964621442,46.0689773402,PBSP,PedroC,masculino,36,13,23,e tem um casal de gêmeos com fez dezoito anos agora mês passado
passado,p<a>-'sa-do,a,663.7770189395,1466.9948635156,503.641,1451.087,p,s,a,685.3356757076,1315.0902627318,421.913,1240.149,a,1,CV,204.3806536111,204.4009551943,20.3015832347,PBSP,PedroC,masculino,36,13,23,e tem um casal de gêmeos com fez dezoito anos agora mês passado
sessenta,s<e>-'sE-ta,e,509.9761161725,1647.8945420685,427.465,1588.939,s,s,E,549.7657448779,1929.781511686,358.233,1658.306,E,1,CV,222.0715743343,222.0947361439,23.1618096577,PBSP,PedroC,masculino,36,13,23,jovem não cinquenta e quatro é minha mãe peraí então sessenta e quatro anos
fundamental,fU-d<a>-mE-'taw,a,621.2486615271,1573.8356032193,482.59,1532.545,d,m,E,597.2646092697,1708.2197591417,380.532,1507.458,aw,2,CV,232.9293453195,232.9654935294,36.1482099163,PBSP,PedroC,masculino,36,13,23,o meu pai tem o o fundamental
fundamental,fU-d<a>-mE-'taw,a,533.202627422,1249.0369762105,438.947,1285.038,d,m,E,608.9617758744,1570.2037644359,386.021,1413.687,aw,2,CV,237.4404319549,237.4779189874,37.4870325058,PBSP,PedroC,masculino,36,13,23,e a minha mãe tem não é completo fundamental incompleto
chamado,S<a>-'ma-do,a,677.1693106839,1330.8287651781,510.269,1347.251,S,m,a,760.139221421,1256.5973642283,457.033,1200.266,a,1,CV,252.5432014061,252.5739943257,30.7929195583,PBSP,PedroC,masculino,36,13,23,numa cidade chamado são caetano do sul pernambuco
pernambuco,p<e>r-nA-'bu-ko,e,547.7539424675,1596.2713899958,446.182,1549.776,p,r,A,701.8926783033,1351.5751259518,429.674,1264.966,u,2,CVr,255.5376269973,255.5560214421,18.3944447981,PBSP,PedroC,masculino,36,13,23,numa cidade chamado são caetano do sul pernambuco
garanhuns,g<a>-R<a>-'NUs,a,612.1844093349,1578.6973816861,478.062,1536.349,g,R,a,582.2699311598,1489.7985036608,373.499,1358.914,U,2,CV,257.73030968,257.7744908254,44.1811454533,PBSP,PedroC,masculino,36,13,23,próxi próximo a garanhuns
garanhuns,g<a>-R<a>-'NUs,a,582.2699311598,1489.7985036608,463.265,1468.542,R,N,U,500.529500882,1344.3928147666,335.12,1260.003,U,1,CV,257.8159943257,257.8400931323,24.0988066109,PBSP,PedroC,masculino,36,13,23,próxi próximo a garanhuns
nasceu,n<a>-'sew,a,593.2901898019,1463.0359245881,468.727,1448.178,n,s,ew,414.9844081236,1769.2873804083,294.94,1549.114,ew,1,CV,270.0413081348,270.0883459763,47.0378414273,PBSP,PedroC,masculino,36,13,23,e nasceu na cidade de teixeira
cidade,s<i>-'da-de,i,417.367907011,1673.5424904513,381.581,1608.632,s,d,a,655.4755708705,1296.8710174913,407.89,1227.741,a,1,CV,271.4800531825,271.502862294,22.8091115496,PBSP,PedroC,masculino,36,13,23,e nasceu na cidade de teixeira
fundamental,fU-d<a>-mE-'taw,a,545.3468311581,1385.9094399486,444.968,1389.322,d,m,E,513.5768196453,1678.04363801,341.252,1487.073,aw,2,CV,283.2804583688,283.3299718861,49.5135172918,PBSP,PedroC,masculino,36,13,23,é o fundamental incompleto
noventa,n<o>-'vE-ta,o,523.7382317563,1161.3058444936,434.279,1218.127,n,v,E,517.186882412,1716.6849043668,342.925,1513.307,E,1,CV,318.3041449968,318.3310138705,26.8688737192,PBSP,PedroC,masculino,36,13,23,é oitenta e sete noventa e sete dois mil e sete
residência,h<e>-z<i>-'dE-sia,i,459.5019962869,1718.2545053302,402.446,1642.647,z,d,E,501.7982924605,1702.5918555146,335.72,1503.735,E,1,CV,329.339247831,329.3603343569,21.0865258956,PBSP,PedroC,masculino,36,13,23,eu eu resido na residência própria
quilômetro,k<i>-'lo-me-tRo,i,512.5374316604,1868.4639892111,428.725,1757.225,k,l,o,670.740597363,1065.4604239071,415.051,1070.334,o,1,CV,360.1769966708,360.1935390479,16.5423771267,PBSP,PedroC,masculino,36,13,23,e fica a duzentos e cinquenta quilômetro da capital paraibana
capital,k<a>-p<i>-'taw,a,595.1246718359,1253.958098312,469.614,1288.843,k,p,i,443.4213332022,1561.1915586841,308.276,1407.483,aw,2,CV,361.4875890443,361.5022266419,14.6375976063,PBSP,PedroC,masculino,36,13,23,e fica a duzentos e cinquenta quilômetro da capital paraibana
capital,k<a>-p<i>-'taw,i,443.4213332022,1561.1915586841,394.511,1522.922,p,t,aw,648.7849888389,1227.0121933414,404.717,1180.236,aw,1,CV,361.6204450037,361.639532362,19.0873582231,PBSP,PedroC,masculino,36,13,23,e fica a duzentos e cinquenta quilômetro da capital paraibana
televisão,t<e>-l<e>-v<i>-'zAw,i,407.2961296629,1494.8964628422,376.634,1472.347,v,z,Aw,530.6890755583,1309.2082805344,349.271,1236.072,Aw,1,CV,391.3451691624,391.3629840301,17.8148676749,PBSP,PedroC,masculino,36,13,23,e o meu maior sonho era possuir uma televisão
vizinho,v<i>-'zi-No,i,419.4516225334,1815.9949965169,382.608,1717.168,v,z,i,444.363487204,2132.5543848213,308.748,1796.214,i,1,CV,397.1588353534,397.1830126738,24.177320416,PBSP,PedroC,masculino,36,13,23,tinha uns vizinho
vizinho,v<i>-'zi-No,i,372.3811840273,1978.33386733,359.317,1840.921,v,z,i,406.8439854821,1994.9732156987,291.123,1702.621,i,1,CV,399.8258405613,399.8512903723,25.4498109642,PBSP,PedroC,masculino,36,13,23,uns vizinho mais ou menos uns quinze vinte quilômetro dali
quilômetro,k<i>-'lo-me-tRo,i,383.6669292378,2136.5961518579,364.918,1961.541,k,l,o,692.3549357966,1058.9256676479,425.172,1065.903,o,1,CV,402.0656606369,402.0847479952,19.0873582231,PBSP,PedroC,masculino,36,13,23,uns vizinho mais ou menos uns quinze vinte quilômetro dali
distância,d<i>s-'tA-sia,i,342.6004941291,1976.5422701023,344.567,1839.578,d,s,A,663.2359098195,1273.0701737826,411.535,1211.611,A,1,CVs,403.5339383354,403.5542981842,20.3598487714,PBSP,PedroC,masculino,36,13,23,de distância que a gente ia lá
gostava,g<o>s-'ta-va,o,529.6743724113,959.6754375227,437.22,1064.386,g,s,a,561.7846500454,1174.5994697556,363.894,1144.606,a,1,CVs,407.604585208,407.6331333863,28.5481783267,PBSP,PedroC,masculino,36,13,23,só que o dono não gostava muito que era muita criança também querendo assistir então ele colocava a gente pra fora
querendo,k<e>-'RE-do,e,471.23627668,1769.2883760006,408.28,1681.586,k,R,E,516.1027581195,1792.2497307534,342.41,1564.713,E,1,CV,409.6303303329,409.6524036667,22.0733337577,PBSP,PedroC,masculino,36,13,23,só que o dono não gostava muito que era muita criança também querendo assistir então ele colocava a gente pra fora
colocava,k<o>-l<o>-'ka-va,o,551.0878019037,935.2410591375,447.816,1045.812,l,k,a,580.8179282424,1174.8093167119,372.813,1144.783,a,1,CV,410.8324453893,410.8651918291,32.7464398453,PBSP,PedroC,masculino,36,13,23,só que o dono não gostava muito que era muita criança também querendo assistir então ele colocava a gente pra fora
ficava,f<i>-'ka-va,i,392.9423645587,1970.8010379719,369.492,1835.102,f,k,a,565.0489359074,1441.3696331924,365.395,1325.943,a,1,CV,413.3519331275,413.3799279195,27.9947920607,PBSP,PedroC,masculino,36,13,23,e a gente ficava disputando a fresta da
disputando,d<i>s-p<u>-'tA-do,u,450.596444595,1225.1735042993,398.058,1266.688,p,t,A,571.8351188955,1303.9048648503,368.611,1232.527,A,1,CV,413.9640749427,413.9744970187,10.4220760174,PBSP,PedroC,masculino,36,13,23,e a gente ficava disputando a fresta da
molecada,m<o>-l<e>-'ka-da,e,592.7473331443,1581.2919866223,468.447,1538.363,l,k,a,680.2968624298,1460.2290982363,419.511,1338.883,a,1,CV,423.4540698878,423.4768789993,22.8091115496,PBSP,PedroC,masculino,36,13,23,então era aquela brigaiada da molecada imagina só aqueles moleque tudo brigando pelo um buraquinho pra cada um assistir um pouquinho
imagina,<i>-m<a>-'Zi-na,a,626.1254184302,1329.3941701059,484.97,1346.355,m,Z,i,536.8449259897,1737.6810976664,352.144,1527.488,i,1,CV,423.9274898638,423.9543254594,26.8355956115,PBSP,PedroC,masculino,36,13,23,então era aquela brigaiada da molecada imagina só aqueles moleque tudo brigando pelo um buraquinho pra cada um assistir um pouquinho
brigando,bR<i>-'gA-do,i,331.2328637045,1952.9503191624,338.919,1821.675,R,g,A,569.3239011358,1539.8688406426,367.41,1392.948,A,1,CCV,425.3921899942,425.4100048619,17.814867675,PBSP,PedroC,masculino,36,13,23,então era aquela brigaiada da molecada imagina só aqueles moleque tudo brigando pelo um buraquinho pra cada um assistir um pouquinho
buraquinho,bu-R<a>-'ki-No,a,620.3117588146,1353.9461846218,482.123,1364.93,R,k,i,680.3374446267,1636.0718652251,419.554,1458.534,i,1,CV,426.0972070344,426.1248558298,27.6487954786,PBSP,PedroC,masculino,36,13,23,então era aquela brigaiada da molecada imagina só aqueles moleque tudo brigando pelo um buraquinho pra cada um assistir um pouquinho
crescendo,kR<e>-'sE-do,e,466.0922176206,1683.5084825368,405.713,1616.24,R,s,E,529.9501593452,1663.8854188743,348.928,1477.323,E,1,CCV,432.3351963333,432.360948556,25.7522227174,PBSP,PedroC,masculino,36,13,23,então eu fui crescendo e a minha
imaginação,<i>-m<a>-Z<i>-n<a>-'sAw,a,596.8083987394,1301.6117347019,470.454,1325.096,m,Z,i,594.4090140123,1776.1756941179,379.202,1553.722,Aw,3,CV,434.726943037,434.7562182322,29.2751952126,PBSP,PedroC,masculino,36,13,23,imaginação era de um dia possuir uma televisão pra mim sozinho
televisão,t<e>-l<e>-v<i>-'zAw,i,398.1061144509,1708.0710037692,372.059,1634.815,v,z,Aw,576.7037554223,1119.5690087292,370.883,1107.204,Aw,1,CV,437.4999792318,437.525234105,25.2548731809,PBSP,PedroC,masculino,36,13,23,imaginação era de um dia possuir uma televisão pra mim sozinho
morando,m<o>-'RA-do,o,540.2670170319,1175.7143180593,442.448,1229.092,m,R,A,565.639370376,1389.1044273673,365.695,1290.491,A,1,CV,442.5291823966,442.563608141,34.4257444527,PBSP,PedroC,masculino,36,13,23,então quando o o meus pais morando aqui
passar,p<a>-'sar,a,565.0028658532,1168.3696407261,454.724,1223.497,p,s,a,585.3366495878,1105.1028922402,374.914,1097.278,a,1,CV,447.0177014354,447.0420974314,24.3959960105,PBSP,PedroC,masculino,36,13,23,eh fez um convite pra mim passar umas férias aqui
trabalhar,tR<a>-b<a>-'Lar,a,625.9207859351,1315.7747086681,484.877,1335.838,R,b,a,678.1290677959,1185.6038232889,418.525,1152.051,a,2,CCV,451.6910638378,451.7252182322,34.1543944147,PBSP,PedroC,masculino,36,13,23,trabalhar
trabalhar,tR<a>-b<a>-'Lar,a,678.1290677959,1185.6038232889,510.736,1236.701,b,L,a,685.3736983907,1381.5585750847,421.913,1285.351,a,1,CV,451.8520774115,451.8878582056,35.7807941488,PBSP,PedroC,masculino,36,13,23,trabalhar
morar,m<o>-'Rar,o,605.0046832652,1124.8662813714,474.515,1190.377,m,R,a,641.3523932759,1296.4443099541,401.244,1227.387,a,1,CV,457.5318666332,457.5617824926,29.9158593987,PBSP,PedroC,masculino,36,13,23,que meus meus avós estava lá eu era acostumado a morar com eles
faleceu,f<a>-l<e>-'sew,a,579.7561419364,1272.4755082838,462.005,1302.941,f,l,e,427.2840750854,1735.805336394,300.729,1526.247,ew,2,CV,465.4442704033,465.4608383879,16.5679846323,PBSP,PedroC,masculino,36,13,23,mas nesse meio termo foi aonde faleceu
morar,m<o>-'Rar,o,583.4036573952,1083.1380875884,463.826,1158.6,m,R,a,612.4335419758,1279.1280204827,387.65,1215.688,a,1,CV,472.0790243819,472.1177126983,38.6883163623,PBSP,PedroC,masculino,36,13,23,eh gosto de voltar a morar lá
caramba,k<a>-'RA-ba,a,611.7840034351,1484.4591138774,477.875,1464.514,k,R,A,590.9677613402,1390.8916101007,377.573,1291.732,A,1,CV,478.3952837364,478.4228970441,27.6133077205,PBSP,PedroC,masculino,36,13,23,pois é uma coisa tão simples né mas isso marca pra caramba
facilidade,fa-si-l<i>-'da-de,i,458.3683837437,1606.191321465,401.886,1557.161,l,d,i,399.3063391988,1535.2219815039,287.564,1389.934,a,1,CV,495.1065597058,495.1276054335,21.0457276508,PBSP,PedroC,masculino,36,13,23,é a facilidade de trabalho a remuneração
